"","year","state","sex","emailIntUse","intMobile","age","educationLevel","employed","income","intAtHome","marital","race","party","demoOrRep","useTwitter","useInstagram","usePinterest","useLinkedin","useFacebook","freqTwitter","freqInstagram","freqFacebook","useSocialMedia","zipcode","freqPinterest","freqLinkedin","intfreq","useSnapchat","useYoutube","useWhatsap","freqSnapchat","freqYoutube","internetOpinionSociety","answers","internetOpinionYou","ageGroups"
"7281",2018,12,"female","yes","yes",45,"bachelors degree","fulltime","refused","yes","married","black","democrat",NA,"no","no","no","no","yes",NA,NA,"several times a day","yes",NA,NA,NA,"several times a day","no","no","no",NA,NA,"some of both",NA,"good thing","45-54"
"7282",2018,12,"female","yes","yes",50,"bachelors degree","retired","(40000, 50000]","yes","refused","white","democrat",NA,"no","no","no","yes","yes",NA,NA,"about once a day","yes",NA,NA,NA,"several times a week","no","no","no",NA,NA,"some of both",NA,"good thing","45-54"
"7283",2018,12,"female","yes","yes",50,"dont know","selfemployed","(10000, 20000]","yes","divorced","white","independent","democrat","no","no","no","no","yes",NA,NA,"several times a day","yes",NA,NA,NA,"almost constantly","no","yes","no",NA,"a few times a week","good thing","business","good thing","45-54"
"7284",2018,12,"female","yes","yes",51,"some college","fulltime","(10000, 20000]","no","never been married","refused","independent","refused","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,"several times a day","no","yes","no",NA,"several times a day","good thing","communication, intertainment, information, telephone","good thing","45-54"
"7285",2018,12,"female","yes","yes",53,"associate","fulltime","(10000, 20000]","yes","divorced","white","independent","dont know","no","no","yes","yes","yes",NA,NA,"several times a day","yes",NA,NA,NA,"almost constantly","no","yes","no",NA,"about once a day","good thing","information connection","good thing","45-54"
"7286",2018,12,"female","yes","yes",54,"high school graduate","fulltime","(10000, 20000]","yes","never been married","white","no preference","refused","no","no","no","no","yes",NA,NA,"about once a day","yes",NA,NA,NA,"several times a day","no","yes","no",NA,"less often","some of both",NA,"good thing","45-54"
"7287",2018,12,"female","yes","yes",54,"some college","fulltime","(50000, 75000]","no","divorced","white","republican",NA,"no","no","no","yes","no",NA,NA,NA,"no",NA,NA,NA,"almost constantly","yes","yes","yes","less often","about once a day","good thing","because of the data and information... it makes the world smaller and easily connects people","good thing","45-54"
"7288",2018,12,"female","yes","yes",55,"less than high school","parttime","(0, 10000]","yes","separated","hispanic","no preference","republican","no","yes","no","no","yes",NA,"less often","about once a day","yes",NA,NA,NA,"about once a day","no","yes","yes",NA,"about once a day","good thing","puedes consiguar todo clase de informacion, trabajo, ecncontrar personas","good thing","55-64"
"7289",2018,12,"female","yes","yes",55,"bachelors degree","parttime","refused","yes","married","white","independent","democrat","no","no","yes","yes","yes",NA,NA,"about once a day","yes",NA,NA,NA,"several times a day","no","yes","yes",NA,"a few times a week","good thing","makes research so much easier","good thing","55-64"
"7290",2018,12,"female","yes","yes",56,"bachelors degree","fulltime","(75000, 100000]","yes","never been married","white","independent","dont know","yes","yes","no","yes","yes","several times a day","several times a day","several times a day","yes",NA,NA,NA,"almost constantly","yes","yes","yes","several times a day","several times a day","good thing","COMMUNICATION","good thing","55-64"
"7291",2018,12,"female","yes","yes",57,"some college","fulltime","(10000, 20000]","yes","living with a partner","hispanic","no preference","refused","no","no","no","no","yes",NA,NA,"several times a day","yes",NA,NA,NA,"several times a day","no","no","yes",NA,NA,"some of both",NA,"good thing","55-64"
"7292",2018,12,"female","yes","yes",57,"bachelors degree","fulltime","(75000, 100000]","yes","widowed","white","independent","democrat","yes","no","no","yes","yes","every few weeks",NA,"several times a day","yes",NA,NA,NA,"several times a day","no","yes","no",NA,"every few weeks","good thing","keeps everyone connected","good thing","55-64"
"7293",2018,12,"female","yes","yes",58,"associate","parttime","(50000, 75000]","yes","married","white","republican",NA,"yes","yes","yes","no","yes","every few weeks","every few weeks","about once a day","yes",NA,NA,NA,"about once a day","no","yes","no",NA,"every few weeks","good thing","increases intelligence and information and the way we perceive things. people are more aware of the truth.","good thing","55-64"
"7294",2018,12,"female","yes","yes",58,"associate","not employed","(75000, 100000]","yes","married","hispanic","no preference","democrat","no","no","no","no","yes",NA,NA,"several times a day","yes",NA,NA,NA,"almost constantly","no","yes","yes",NA,"a few times a week","good thing","just a way to communicate","good thing","55-64"
"7295",2018,12,"female","yes","yes",59,"some college","fulltime","(40000, 50000]","no","divorced","white","republican",NA,"no","no","yes","no","yes",NA,NA,"about once a day","yes",NA,NA,NA,"several times a week","no","yes","no",NA,"every few weeks","good thing","educational","good thing","55-64"
"7296",2018,12,"female","yes","yes",59,"some post grad","retired","(100000, 150000]","yes","married","white","republican",NA,"no","yes","no","yes","yes",NA,"a few times a week","several times a day","yes",NA,NA,NA,"almost constantly","no","yes","yes",NA,"about once a day","good thing","communication and information exchanges","good thing","55-64"
"7297",2018,12,"female","yes","yes",60,"associate","fulltime","150000+","yes","married","black","republican",NA,"no","no","yes","no","no",NA,NA,NA,"no",NA,NA,NA,"almost constantly","no","no","no",NA,NA,"good thing","easy access to information","good thing","55-64"
"7298",2018,12,"female","yes","yes",62,"high school graduate","fulltime","(20000, 30000]","no","widowed","black","democrat",NA,"yes","yes","no","no","yes","a few times a week","a few times a week","less often","yes",NA,NA,NA,"several times a week","yes","yes","no","less often","a few times a week","good thing","it helps others where you can get information from","good thing","55-64"
"7299",2018,12,"female","yes","yes",62,"high school graduate","retired","(10000, 20000]","yes","married","white","no preference","refused","no","yes","no","no","yes",NA,"a few times a week","several times a day","yes",NA,NA,NA,"several times a day","no","yes","yes",NA,"a few times a week","good thing","ayuda relaciones de la familia enteranse de varias cosas si tengo una duda voy a el internet","good thing","55-64"
"7300",2018,12,"female","yes","yes",62,"some college","retired","(20000, 30000]","yes","married","white","republican",NA,"yes","yes","yes","no","yes","about once a day","about once a day","several times a day","yes",NA,NA,NA,"about once a day","no","yes","no",NA,"a few times a week","good thing","i keep in touch with my family out of state","good thing","55-64"
"7301",2018,12,"female","yes","yes",63,"some college","retired","dont know","yes","never been married","white","democrat",NA,"no","no","no","no","yes",NA,NA,"several times a day","yes",NA,NA,NA,"several times a day","no","yes","no",NA,"a few times a week","good thing","instantanieos info","some of both","55-64"
"7302",2018,12,"female","yes","yes",63,"bachelors degree","parttime","(50000, 75000]","yes","married","white","independent","republican","no","no","no","no","yes",NA,NA,"less often","yes",NA,NA,NA,"several times a day","no","yes","no",NA,"a few times a week","good thing","information","good thing","55-64"
"7303",2018,12,"female","yes","yes",63,"bachelors degree","selfemployed","(40000, 50000]","yes","divorced","black","democrat",NA,"no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,"several times a week","no","no","yes",NA,NA,"some of both",NA,"good thing","55-64"
"7304",2018,12,"female","yes","yes",65,"bachelors degree","fulltime","(75000, 100000]","yes","married","white","democrat",NA,"no","no","no","yes","yes",NA,NA,"several times a day","yes",NA,NA,NA,"several times a day","no","yes","no",NA,"every few weeks","good thing","Providing connectivity with people and fastest information","good thing","65-74"
"7305",2018,12,"female","yes","yes",65,"bachelors degree","parttime","(50000, 75000]","yes","divorced","white","democrat",NA,"no","no","no","no","yes",NA,NA,"a few times a week","yes",NA,NA,NA,"several times a day","no","yes","yes",NA,"a few times a week","good thing","easier communication and information","good thing","65-74"
"7306",2018,12,"female","yes","yes",67,"bachelors degree","parttime","(75000, 100000]","yes","married","white","republican",NA,"yes","no","yes","yes","yes","less often",NA,"a few times a week","yes",NA,NA,NA,"several times a day","no","yes","no",NA,"a few times a week","good thing","education, easy to find answers","good thing","65-74"
"7307",2018,12,"female","yes","yes",69,"associate","retired","refused","yes","married","white","refused","refused","no","no","no","no","yes",NA,NA,"less often","no",NA,NA,NA,"about once a day","no","yes","no",NA,"less often","good thing","access to information at your fingertips","good thing","65-74"
"7308",2018,12,"female","yes","yes",71,"some post grad","retired","(30000, 40000]","yes","married","white","independent","republican","no","no","no","no","yes",NA,NA,"several times a day","yes",NA,NA,NA,"several times a day","no","no","no",NA,NA,"good thing","research","good thing","65-74"
"7309",2018,12,"female","yes","yes",72,"associate","retired","(50000, 75000]","yes","married","white","republican",NA,"no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,"less often","no","yes","no",NA,"less often","good thing","THE KNOWLEDGE; THE AVAILABILITY","good thing","65-74"
"7310",2018,12,"female","yes","yes",73,"high school graduate","disabled","(0, 10000]","yes","divorced","hispanic","independent","democrat","no","no","no","no","yes",NA,NA,"a few times a week","yes",NA,NA,NA,"almost constantly","no","no","yes",NA,NA,"bad thing","Is a bad thing becuase is addictive","bad thing","65-74"
"7311",2018,12,"female","yes","yes",81,"high school graduate","not employed","(30000, 40000]","yes","widowed","white","republican",NA,"no","no","no","no","yes",NA,NA,"about once a day","yes",NA,NA,NA,"about once a day","no","yes","no",NA,"a few times a week","good thing","information","good thing","75+"
"7312",2018,12,"female","yes","yes",99,"associate","selfemployed","150000+","yes","married","refused","democrat",NA,"no","no","yes","yes","yes",NA,NA,"a few times a week","yes",NA,NA,NA,"several times a day","no","yes","no",NA,"less often","dont know",NA,"good thing","refused"
"7313",2018,12,"female","yes","yes",99,"postgraduate degree","retired","dont know","yes","married","native american","independent","dont know","no","no","no","no","yes",NA,NA,"several times a day","yes",NA,NA,NA,"several times a day","no","no","no",NA,NA,"bad thing","people can get into you computer","bad thing","refused"
"7314",2018,12,"female","yes","yes",99,"refused","refused","refused","yes","widowed","refused","refused","refused","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,"several times a day","no","no","no",NA,NA,"bad thing","put the phone down","refused","refused"
"7315",2018,12,"female","yes","no",70,"high school graduate","retired","(20000, 30000]","yes","widowed","white","democrat",NA,"no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,"less often","no","no","no",NA,NA,"good thing","get any info you need","some of both","65-74"
"7316",2018,12,"female","yes","no",81,"high school incomplete","retired","refused","yes","married","white","independent","dont know","no","no","no","no","yes",NA,NA,"less often","yes",NA,NA,NA,"less often","no","no","no",NA,NA,"bad thing","thinks its a disgrace.","dont know","75+"
"7317",2018,12,"female","yes","no",90,"associate","retired","(30000, 40000]","yes","widowed","white","republican",NA,"yes","no","no","no","yes","a few times a week",NA,"every few weeks","no",NA,NA,NA,"several times a day","yes","no","no","less often",NA,"good thing","information","good thing","75+"
"7318",2018,12,"female","no","no",60,"high school graduate","retired","(30000, 40000]",NA,"widowed","black","democrat",NA,"no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,NA,"no","no","no",NA,NA,"bad thing","money wise",NA,"55-64"
"7319",2018,12,"female","no","no",66,"some college","retired","(20000, 30000]",NA,"married","white","republican",NA,"no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,NA,"no","no","no",NA,NA,"good thing","because there are many things that can be solved without having to go to the places",NA,"65-74"
"7320",2018,12,"female","no","no",71,"dont know","not employed","(0, 10000]",NA,"married","white","no preference","dont know","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,NA,"no","no","no",NA,NA,"good thing","a traves de iinternet se commnican",NA,"65-74"
"7321",2018,12,"female","no","no",75,"bachelors degree","retired","dont know",NA,"separated","white","dont know","democrat","no","no","no","no","dont know",NA,NA,NA,"no",NA,NA,NA,NA,"no","no","no",NA,NA,"bad thing","what grabs the people are barbarities",NA,"75+"
"7322",2018,12,"female","no","no",78,"bachelors degree","retired","(10000, 20000]",NA,"divorced","white","democrat",NA,"no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,NA,"no","no","no",NA,NA,"good thing","communication with friends and family",NA,"75+"
"7323",2018,12,"female","no","no",88,"bachelors degree","retired","dont know",NA,"widowed","dont know","republican",NA,"no","no","dont know","no","no",NA,NA,NA,"no",NA,NA,NA,NA,"no","no","no",NA,NA,"bad thing","too much personal business",NA,"75+"
"7324",2018,12,"female","no","no",88,"bachelors degree","not employed","dont know",NA,"married","white","no preference","dont know","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,NA,"no","no","no",NA,NA,"good thing","to me, the internet is wonderful because we are always in contact with all of the things in the world, with my relatives, for fear that my daughter is very broadly informed",NA,"75+"
"7325",2018,13,"male","yes","yes",18,"high school graduate","parttime","(0, 10000]","no","never been married","dont know","independent","dont know","no","yes","no","no","yes",NA,"less often","every few weeks","yes",NA,NA,NA,"less often","no","yes","yes",NA,"a few times a week","good thing","because it is required","good thing","18-24"
"7326",2018,13,"male","yes","yes",18,"high school graduate","not employed","(75000, 100000]","yes","never been married","black","democrat",NA,"no","yes","no","no","no",NA,"several times a day",NA,"yes",NA,NA,NA,"almost constantly","yes","yes","no","several times a day","a few times a week","good thing","helps people gain knowledge","good thing","18-24"
"7327",2018,13,"male","yes","yes",24,"bachelors degree","fulltime","(50000, 75000]","yes","never been married","white","democrat",NA,"no","yes","no","yes","yes",NA,"about once a day","a few times a week","yes",NA,NA,NA,"almost constantly","yes","yes","no","several times a day","a few times a week","good thing","Great place to share information","good thing","18-24"
"7328",2018,13,"male","yes","yes",25,"high school graduate","parttime","(20000, 30000]","yes","never been married","black","independent","democrat","no","no","yes","no","no",NA,NA,NA,"yes",NA,NA,NA,"several times a week","no","yes","no",NA,"a few times a week","bad thing","EVERYTHING","good thing","25-34"
"7329",2018,13,"male","yes","yes",27,"some college","fulltime","(50000, 75000]","yes","married","white","democrat",NA,"no","no","no","yes","yes",NA,NA,"several times a day","yes",NA,NA,NA,"almost constantly","no","yes","no",NA,"a few times a week","good thing","because it helps with commucatuion","good thing","25-34"
"7330",2018,13,"male","yes","yes",30,"bachelors degree","fulltime","(50000, 75000]","yes","married","white","independent","democrat","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,"several times a day","no","yes","no",NA,"every few weeks","some of both",NA,"good thing","25-34"
"7331",2018,13,"male","yes","yes",30,"some post grad","not employed","(75000, 100000]","yes","never been married","asian","democrat",NA,"yes","yes","no","yes","yes","about once a day","about once a day","about once a day","yes",NA,NA,NA,"almost constantly","no","yes","yes",NA,"several times a day","good thing","amount of information that you can receive quickly","good thing","25-34"
"7332",2018,13,"male","yes","yes",35,"bachelors degree","fulltime","150000+","yes","married","white","republican",NA,"yes","no","yes","yes","yes","every few weeks",NA,"about once a day","yes",NA,NA,NA,"almost constantly","no","yes","no",NA,"a few times a week","good thing","communication and news","good thing","35-44"
"7333",2018,13,"male","yes","yes",37,"postgraduate degree","fulltime","(100000, 150000]","yes","married","white","republican",NA,"yes","no","no","no","no","about once a day",NA,NA,"yes",NA,NA,NA,"almost constantly","no","yes","no",NA,"several times a day","good thing","education, news","good thing","35-44"
"7334",2018,13,"male","yes","yes",41,"high school graduate","parttime","(100000, 150000]","yes","married","black","independent","democrat","no","yes","no","yes","yes",NA,"less often","several times a day","yes",NA,NA,NA,"almost constantly","no","yes","yes",NA,"several times a day","good thing","because its access to information in its simplest form in a quick manner","good thing","35-44"
"7335",2018,13,"male","yes","yes",42,"high school graduate","not employed","refused","no","living with a partner","white","no preference","dont know","no","no","no","no","yes",NA,NA,"several times a day","yes",NA,NA,NA,"several times a day","no","no","no",NA,NA,"some of both",NA,"bad thing","35-44"
"7336",2018,13,"male","yes","yes",43,"bachelors degree","fulltime","(40000, 50000]","yes","married","white","republican",NA,"yes","no","no","dont know","no","less often",NA,NA,"yes",NA,NA,NA,"several times a week","no","yes","no",NA,"less often","some of both",NA,"good thing","35-44"
"7337",2018,13,"male","yes","yes",44,"less than high school","fulltime","(100000, 150000]","yes","married","native american","independent","republican","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,"almost constantly","no","yes","no",NA,"less often","good thing","readily avalible and accessable to information","good thing","35-44"
"7338",2018,13,"male","yes","yes",44,"associate","fulltime","(50000, 75000]","yes","married","white","republican",NA,"yes","no","yes","yes","yes","about once a day",NA,"about once a day","yes",NA,NA,NA,"several times a day","yes","yes","no","every few weeks","several times a day","some of both",NA,"good thing","35-44"
"7339",2018,13,"male","yes","yes",46,"some college","parttime","(50000, 75000]","yes","separated","black","democrat",NA,"yes","no","yes","yes","yes","a few times a week",NA,"several times a day","yes",NA,NA,NA,"several times a day","no","yes","yes",NA,"several times a day","some of both",NA,"good thing","45-54"
"7340",2018,13,"male","yes","yes",53,"high school graduate","fulltime","(100000, 150000]","yes","married","white","republican",NA,"no","no","no","no","yes",NA,NA,"about once a day","yes",NA,NA,NA,"several times a day","no","yes","no",NA,"every few weeks","good thing","online bills","good thing","45-54"
"7341",2018,13,"male","yes","yes",55,"high school graduate","fulltime","(40000, 50000]","yes","married","hispanic","independent","republican","yes","no","no","no","yes","less often",NA,"about once a day","yes",NA,NA,NA,"several times a day","no","yes","yes",NA,"several times a day","good thing","uno puede conseguir info facil","good thing","55-64"
"7342",2018,13,"male","yes","yes",58,"some college","fulltime","(50000, 75000]","yes","married","white","republican",NA,"no","no","no","no","yes",NA,NA,"about once a day","yes",NA,NA,NA,"several times a day","no","no","no",NA,NA,"good thing","INFORMATION: YOU FIND OUT INFORMATION ABOUT DIFFERENT TOPICS AND THINGS","good thing","55-64"
"7343",2018,13,"male","yes","yes",59,"associate","fulltime","(20000, 30000]","yes","married","black","no preference","refused","no","yes","no","no","yes",NA,"several times a day","several times a day","yes",NA,NA,NA,"several times a day","yes","yes","no","a few times a week","several times a day","bad thing","brainwashing, negative sublimal messages, full of lies","some of both","55-64"
"7344",2018,13,"male","yes","yes",60,"high school incomplete","parttime","(20000, 30000]","no","never been married","white","republican",NA,"no","no","no","no","yes",NA,NA,"several times a day","yes",NA,NA,NA,"several times a week","no","yes","no",NA,"about once a day","good thing","helps letting people know whats going on","good thing","55-64"
"7345",2018,13,"male","yes","yes",60,"high school graduate","fulltime","(40000, 50000]","yes","married","white","independent","republican","no","no","no","no","yes",NA,NA,"a few times a week","no",NA,NA,NA,"about once a day","no","no","no",NA,NA,"good thing","Access to information","good thing","55-64"
"7346",2018,13,"male","yes","yes",60,"associate","disabled","(0, 10000]","yes","divorced","white","democrat",NA,"no","no","no","no","no",NA,NA,NA,"yes",NA,NA,NA,"almost constantly","yes","yes","no","a few times a week","several times a day","good thing","church. i'm a pastor of the church and i work on the internet.","good thing","55-64"
"7347",2018,13,"male","yes","yes",61,"bachelors degree","fulltime","150000+","yes","married","white","republican",NA,"no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,"several times a day","no","yes","no",NA,"a few times a week","bad thing","too much social media abuse","good thing","55-64"
"7348",2018,13,"male","yes","yes",62,"some college","retired","(75000, 100000]","yes","married","white","republican",NA,"no","no","no","no","yes",NA,NA,"several times a day","yes",NA,NA,NA,"about once a day","no","yes","no",NA,"a few times a week","good thing","EASIER TO SHOP AND ANOTHER AVENUE FOR INFORMATION RATHER THAN MEDIA ON TV","good thing","55-64"
"7349",2018,13,"male","yes","yes",66,"some college","retired","(10000, 20000]","yes","married","white","independent","democrat","yes","yes","no","no","yes","every few weeks","a few times a week","several times a day","yes",NA,NA,NA,"almost constantly","no","yes","no",NA,"a few times a week","good thing","so much information","good thing","65-74"
"7350",2018,13,"male","yes","yes",66,"some post grad","retired","(100000, 150000]","yes","married","native american","independent","republican","no","no","no","yes","yes",NA,NA,"several times a day","yes",NA,NA,NA,"almost constantly","no","yes","yes",NA,"several times a day","some of both",NA,"good thing","65-74"
"7351",2018,13,"male","yes","yes",67,"some post grad","retired","(40000, 50000]","yes","married","white","independent","democrat","no","no","yes","no","no",NA,NA,NA,"no",NA,NA,NA,"several times a day","no","yes","no",NA,"every few weeks","good thing","social awareness","good thing","65-74"
"7352",2018,13,"male","yes","yes",67,"some post grad","retired","(75000, 100000]","yes","married","white","republican",NA,"no","yes","yes","no","yes",NA,"a few times a week","several times a day","yes",NA,NA,NA,"several times a day","no","yes","no",NA,"a few times a week","some of both",NA,"good thing","65-74"
"7353",2018,13,"male","yes","yes",69,"some post grad","fulltime","150000+","yes","married","white","independent","dont know","yes","no","yes","yes","yes","a few times a week",NA,"about once a day","yes",NA,NA,NA,"almost constantly","no","yes","no",NA,"every few weeks","good thing","communication","good thing","65-74"
"7354",2018,13,"male","yes","yes",70,"bachelors degree","retired","(100000, 150000]","yes","married","white","democrat",NA,"no","no","no","no","yes",NA,NA,"about once a day","yes",NA,NA,NA,"several times a day","no","yes","no",NA,"less often","good thing","makes info avaiolable","good thing","65-74"
"7355",2018,13,"male","yes","yes",70,"postgraduate degree","retired","(100000, 150000]","yes","widowed","white","other party","republican","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,"several times a day","no","no","no",NA,NA,"good thing","distributes informating that was difficult to get","good thing","65-74"
"7356",2018,13,"male","yes","yes",73,"bachelors degree","parttime","(50000, 75000]","yes","married","black","independent","democrat","yes","yes","no","no","yes","a few times a week","less often","several times a day","yes",NA,NA,NA,"almost constantly","no","yes","no",NA,"about once a day","good thing","commcation","good thing","65-74"
"7357",2018,13,"male","yes","yes",99,"refused","refused","refused","yes","refused","refused","refused","refused","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,"almost constantly","no","yes","no",NA,"several times a day","good thing","helps people communicate","good thing","refused"
"7358",2018,13,"male","yes","no",62,"bachelors degree","fulltime","(40000, 50000]","yes","divorced","white","independent","democrat","no","no","no","no","yes",NA,NA,"several times a day","yes",NA,NA,NA,"almost constantly","yes","yes","no","every few weeks","several times a day","good thing","allows people to comunicate","good thing","55-64"
"7359",2018,13,"male","yes","no",80,"high school graduate","parttime","(10000, 20000]","yes","widowed","refused","democrat",NA,"no","no","no","no","yes",NA,NA,"every few weeks","yes",NA,NA,NA,"less often","no","no","no",NA,NA,"some of both",NA,"good thing","75+"
"7360",2018,13,"male","no","yes",40,"less than high school","fulltime","(20000, 30000]","no","separated","hispanic","independent","democrat","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,"several times a week","no","yes","no",NA,"about once a day","good thing","LEARN NEW THINGS","good thing","35-44"
"7361",2018,13,"male","no","no",47,"high school graduate","fulltime","(30000, 40000]",NA,"married","hispanic","republican",NA,"no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,NA,"no","yes","no",NA,"a few times a week","some of both",NA,NA,"45-54"
"7362",2018,13,"male","no","no",48,"bachelors degree","disabled","dont know",NA,"divorced","hispanic","independent","democrat","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,NA,"no","no","no",NA,NA,"some of both",NA,NA,"45-54"
"7363",2018,13,"male","no","no",64,"high school incomplete","not employed","(0, 10000]",NA,"divorced","black","no preference","refused","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,NA,"no","no","no",NA,NA,"some of both",NA,NA,"55-64"
"7364",2018,13,"male","no","no",71,"less than high school","not employed","(0, 10000]",NA,"widowed","white","no preference","dont know","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,NA,"no","no","no",NA,NA,"bad thing","too many people can hack into your stuff and too much junk comes on it you dont want",NA,"65-74"
"7365",2018,13,"male","no","no",74,"associate","retired","dont know",NA,"widowed","white","republican",NA,"no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,NA,"no","no","no",NA,NA,"dont know",NA,NA,"65-74"
"7366",2018,13,"male","no","no",75,"high school incomplete","fulltime","(20000, 30000]",NA,"divorced","native american","no preference","dont know","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,NA,"no","no","no",NA,NA,"good thing","help",NA,"75+"
"7367",2018,13,"male","no","no",88,"associate","retired","(20000, 30000]",NA,"widowed","white","republican",NA,"no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,NA,"no","no","no",NA,NA,"good thing","helped establish more sales nationwide, meaning more jobs",NA,"75+"
"7368",2018,13,"female","yes","yes",18,"high school graduate","not employed","(0, 10000]","yes","never been married","black","democrat",NA,"no","yes","no","no","yes",NA,"about once a day","several times a day","yes",NA,NA,NA,"almost constantly","yes","yes","no","several times a day","less often","good thing","ONE IS ABLE TO SEARCH THINGS QUICKER RATHER THAN LOOKING IN A NEWSPAPER, ETC.","good thing","18-24"
"7369",2018,13,"female","yes","yes",18,"bachelors degree","fulltime","refused","yes","never been married","refused","refused","refused","no","yes","no","no","yes",NA,"about once a day","a few times a week","yes",NA,NA,NA,"several times a day","yes","yes","no","a few times a week","about once a day","bad thing","Bullying","good thing","18-24"
"7370",2018,13,"female","yes","yes",22,"some college","student","150000+","yes","never been married","white","republican",NA,"no","no","yes","no","yes",NA,NA,"about once a day","yes",NA,NA,NA,"almost constantly","yes","yes","no","several times a day","several times a day","good thing","access to world intelligence","good thing","18-24"
"7371",2018,13,"female","yes","yes",23,"some post grad","fulltime","(20000, 30000]","no","never been married","black","independent","democrat","yes","yes","yes","yes","yes","about once a day","several times a day","every few weeks","yes",NA,NA,NA,"almost constantly","yes","yes","yes","several times a day","every few weeks","good thing","knowledge","good thing","18-24"
"7372",2018,13,"female","yes","yes",24,"bachelors degree","fulltime","(30000, 40000]","yes","never been married","white","republican",NA,"no","yes","no","no","yes",NA,"about once a day","about once a day","yes",NA,NA,NA,"several times a day","yes","yes","no","several times a day","a few times a week","bad thing","Keeps kids indoors","good thing","18-24"
"7373",2018,13,"female","yes","yes",26,"bachelors degree","fulltime","(50000, 75000]","yes","married","white","no preference","democrat","yes","yes","yes","yes","yes","several times a day","several times a day","several times a day","yes",NA,NA,NA,"several times a day","yes","yes","no","several times a day","a few times a week","good thing","the advances in global conectivity that allow for collaboration amongst several different types of people","good thing","25-34"
"7374",2018,13,"female","yes","yes",29,"high school graduate","parttime","(20000, 30000]","yes","widowed","white","republican",NA,"yes","no","yes","no","yes","about once a day",NA,"several times a day","yes",NA,NA,NA,"almost constantly","no","yes","no",NA,"several times a day","good thing","GOOGLE","good thing","25-34"
"7375",2018,13,"female","yes","yes",32,"some college","not employed","(0, 10000]","yes","married","white","independent","republican","no","no","no","no","no",NA,NA,NA,"no",NA,NA,NA,"about once a day","no","no","no",NA,NA,"good thing","CAN LOOK UP INFORMATION","good thing","25-34"
"7376",2018,13,"female","yes","yes",46,"bachelors degree","fulltime","(100000, 150000]","yes","married","white","republican",NA,"no","no","yes","yes","yes",NA,NA,"several times a day","yes",NA,NA,NA,"several times a day","no","yes","no",NA,"every few weeks","good thing","increase of knowledge","good thing","45-54"
"7377",2018,13,"female","yes","yes",48,"high school graduate","selfemployed","150000+","yes","married","black","republican",NA,"yes","yes","yes","yes","yes","a few times a week","less often","several times a day","yes",NA,NA,NA,"almost constantly","no","yes","no",NA,"several times a day","good thing","Exchange of info","good thing","45-54"
"7378",2018,13,"female","yes","yes",50,"high school incomplete","not employed","(10000, 20000]","no","widowed","hispanic","democrat",NA,"no","no","no","no","yes",NA,NA,"several times a day","yes",NA,NA,NA,"several times a day","no","yes","yes",NA,"a few times a week","good thing","because the internet allows us to learn many things and to log in to the school website to monitor our children","good thing","45-54"
"7379",2018,13,"female","yes","yes",51,"bachelors degree","parttime","150000+","yes","married","white","republican",NA,"yes","yes","yes","yes","yes","less often","several times a day","several times a day","yes",NA,NA,NA,"several times a day","no","yes","yes",NA,"less often","good thing","help connect with each other better, provides information to us instantaneously","good thing","45-54"
"7380",2018,13,"female","yes","yes",52,"less than high school","parttime","dont know","yes","married","dont know","dont know","dont know","no","no","no","no","yes",NA,NA,"a few times a week","no",NA,NA,NA,"several times a day","no","yes","yes",NA,"a few times a week","good thing","we have more communication, to make calls, to see family that is more far away than others","good thing","45-54"
"7381",2018,13,"female","yes","yes",52,"bachelors degree","fulltime","150000+","yes","married","white","refused","refused","no","yes","no","yes","yes",NA,"a few times a week","about once a day","yes",NA,NA,NA,"several times a day","no","yes","yes",NA,"less often","good thing","access to more information","good thing","45-54"
"7382",2018,13,"female","yes","yes",60,"associate","fulltime","(30000, 40000]","yes","separated","black","independent","refused","no","no","yes","yes","yes",NA,NA,"several times a day","yes",NA,NA,NA,"several times a day","no","yes","yes",NA,"several times a day","good thing","INFORMATIONAL","good thing","55-64"
